
This hub-height turbulence-parameter file was generated by TurbSim (v2.00.06a-bjj, 6-Jun-2016) on 07-Jun-2016 at 10:43:29.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  86.05   11.209   11.229   11.229    0.674   -0.061   -0.968    0.674   -0.061    0.059   -0.653   -0.041    0.698    0.328
  86.10   11.238   11.263   11.263    0.746    0.079   -0.939    0.746    0.079   -0.074   -0.700    0.059    0.722    0.353
  86.15   11.120   11.132   11.134    0.523    0.195   -1.057    0.523    0.195   -0.206   -0.553    0.102    0.714    0.299
  86.20   11.369   11.396   11.396    0.785    0.105   -0.808    0.785    0.105   -0.085   -0.635    0.083    0.641    0.323
  86.25   11.344   11.367   11.368    0.726    0.048   -0.833    0.726    0.048   -0.040   -0.605    0.035    0.612    0.304
  86.30   11.420   11.434   11.437    0.574    0.249   -0.757    0.574    0.249   -0.189   -0.434    0.143    0.482    0.247
  86.35   11.264   11.281   11.282    0.633    0.092   -0.914    0.633    0.092   -0.084   -0.578    0.058    0.622    0.293
  86.40   11.558   11.582   11.585    0.744   -0.244   -0.619    0.744   -0.244    0.151   -0.460   -0.181    0.497    0.258
  86.45   11.667   11.697   11.698    0.830   -0.157   -0.510    0.830   -0.157    0.080   -0.423   -0.130    0.487    0.225
  86.50   11.579   11.595   11.595    0.621   -0.068   -0.598    0.621   -0.068    0.041   -0.371   -0.042    0.374    0.188
  86.55   11.797   11.812   11.814    0.599   -0.231   -0.380    0.599   -0.231    0.088   -0.228   -0.138    0.278    0.140
  86.60   12.160   12.189   12.194    0.846   -0.333   -0.017    0.846   -0.333    0.006   -0.015   -0.281    0.413    0.141
  86.65   12.048   12.076   12.085    0.819   -0.472   -0.129    0.819   -0.472    0.061   -0.105   -0.386    0.455    0.203
  86.70   12.072   12.100   12.116    0.827   -0.619   -0.105    0.827   -0.619    0.065   -0.087   -0.512    0.539    0.262
  86.75   12.085   12.110   12.120    0.784   -0.487   -0.092    0.784   -0.487    0.045   -0.072   -0.381    0.430    0.195
  86.80   12.211   12.256   12.268    1.058   -0.531    0.034    1.058   -0.531   -0.018    0.036   -0.562    0.701    0.282
  86.85   11.835   11.874   11.884    0.972   -0.480   -0.342    0.972   -0.480    0.164   -0.333   -0.466    0.646    0.298
  86.90   12.016   12.062   12.085    1.058   -0.732   -0.161    1.058   -0.732    0.118   -0.170   -0.774    0.840    0.401
  86.95   12.065   12.124   12.141    1.202   -0.639   -0.112    1.202   -0.639    0.072   -0.135   -0.768    0.933    0.392
  87.00   12.086   12.157   12.186    1.311   -0.851   -0.091    1.311   -0.851    0.078   -0.120   -1.115    1.226    0.562
  87.05   11.876   11.954   11.993    1.359   -0.975   -0.301    1.359   -0.975    0.293   -0.409   -1.325    1.444    0.709
  87.10   11.813   11.919   11.961    1.584   -0.999   -0.364    1.584   -0.999    0.364   -0.577   -1.583    1.820    0.862
  87.15   11.871   11.998   12.067    1.742   -1.288   -0.306    1.742   -1.288    0.395   -0.534   -2.244    2.395    1.170
  87.20   11.748   11.874   11.937    1.725   -1.230   -0.429    1.725   -1.230    0.528   -0.741   -2.123    2.337    1.155
  87.25   11.548   11.646   11.674    1.507   -0.806   -0.629    1.507   -0.806    0.507   -0.948   -1.214    1.658    0.811
  87.30   11.447   11.599   11.615    1.868   -0.611   -0.730    1.868   -0.611    0.446   -1.363   -1.141    2.197    0.916
  87.35   11.733   11.880   11.941    1.864   -1.201   -0.444    1.864   -1.201    0.533   -0.828   -2.238    2.556    1.222
  87.40   11.853   11.982   12.042    1.752   -1.199   -0.324    1.752   -1.199    0.388   -0.567   -2.099    2.305    1.104
  87.45   11.790   11.881   11.945    1.465   -1.240   -0.387    1.465   -1.240    0.479   -0.566   -1.816    1.916    0.981
  87.50   11.754   11.828   11.919    1.326   -1.471   -0.423    1.326   -1.471    0.623   -0.561   -1.950    2.050    1.061
  87.55   11.645   11.706   11.818    1.189   -1.626   -0.532    1.189   -1.626    0.864   -0.632   -1.933    2.170    1.105
  87.60   11.509   11.592   11.679    1.384   -1.429   -0.668    1.384   -1.429    0.955   -0.925   -1.977    2.201    1.191
  87.65   11.635   11.707   11.818    1.300   -1.611   -0.542    1.300   -1.611    0.874   -0.705   -2.095    2.291    1.189
  87.70   11.877   11.977   12.120    1.550   -1.856   -0.300    1.550   -1.856    0.557   -0.465   -2.876    2.969    1.483
  87.75   11.931   12.020   12.180    1.464   -1.965   -0.246    1.464   -1.965    0.484   -0.361   -2.877    3.033    1.470
  87.80   11.864   11.956   12.054    1.478   -1.536   -0.313    1.478   -1.536    0.481   -0.463   -2.271    2.322    1.184
  87.85   11.900   11.973   12.052    1.321   -1.380   -0.277    1.321   -1.380    0.383   -0.366   -1.823    1.863    0.949
  87.90   11.928   11.981   12.080    1.125   -1.544   -0.249    1.125   -1.544    0.384   -0.280   -1.736    1.855    0.900
  87.95   11.811   11.884   11.949    1.313   -1.250   -0.366    1.313   -1.250    0.458   -0.481   -1.641    1.710    0.885
  88.00   11.564   11.661   11.695    1.503   -0.883   -0.613    1.503   -0.883    0.541   -0.921   -1.327    1.707    0.852
  88.05   11.715   11.814   11.853    1.524   -0.970   -0.462    1.524   -0.970    0.448   -0.704   -1.479    1.739    0.849
  88.10   11.762   11.835   11.877    1.313   -1.003   -0.415    1.313   -1.003    0.416   -0.545   -1.316    1.451    0.742
  88.15   12.043   12.105   12.141    1.225   -0.932   -0.134    1.225   -0.932    0.125   -0.164   -1.142    1.193    0.580
  88.20   11.894   11.933   11.974    0.967   -0.987   -0.283    0.967   -0.987    0.280   -0.274   -0.955    0.995    0.516
  88.25   11.957   11.978   12.018    0.706   -0.978   -0.220    0.706   -0.978    0.215   -0.155   -0.690    0.751    0.370
  88.30   11.843   11.861   11.896    0.648   -0.916   -0.334    0.648   -0.916    0.306   -0.216   -0.593    0.685    0.351
  88.35   11.948   11.973   11.998    0.778   -0.766   -0.229    0.778   -0.766    0.175   -0.178   -0.596    0.622    0.323
  88.40   11.945   11.959   11.989    0.593   -0.839   -0.232    0.593   -0.839    0.195   -0.138   -0.498    0.555    0.276
  88.45   11.813   11.834   11.877    0.709   -1.011   -0.364    0.709   -1.011    0.368   -0.258   -0.717    0.829    0.423
  88.50   11.928   11.936   11.993    0.432   -1.168   -0.249    0.432   -1.168    0.291   -0.108   -0.505    0.806    0.296
  88.55   11.627   11.628   11.718    0.109   -1.449   -0.550    0.109   -1.449    0.797   -0.060   -0.158    1.207    0.407
  88.60   11.388   11.389   11.500   -0.157   -1.588   -0.789   -0.157   -1.588    1.253    0.124    0.249    1.585    0.642
  88.65   11.382   11.383   11.464   -0.116   -1.363   -0.795   -0.116   -1.363    1.084    0.092    0.158    1.252    0.550
  88.70   11.609   11.610   11.681    0.159   -1.280   -0.568    0.159   -1.280    0.727   -0.090   -0.203    0.993    0.380
  88.75   11.597   11.597   11.653    0.080   -1.140   -0.580    0.080   -1.140    0.662   -0.046   -0.091    0.822    0.335
  88.80   11.467   11.468   11.532    0.130   -1.214   -0.710    0.130   -1.214    0.862   -0.092   -0.158    0.997    0.440
  88.85   11.492   11.494   11.576    0.223   -1.369   -0.685    0.223   -1.369    0.938   -0.153   -0.306    1.197    0.499
  88.90   11.426   11.426   11.512    0.137   -1.403   -0.751    0.137   -1.403    1.054   -0.103   -0.192    1.275    0.538
  88.95   11.482   11.483   11.587   -0.183   -1.549   -0.695   -0.183   -1.549    1.077    0.128    0.284    1.458    0.560
  89.00   11.256   11.256   11.331    0.064   -1.299   -0.921    0.064   -1.299    1.197   -0.059   -0.083    1.270    0.600
  89.05   11.272   11.272   11.381   -0.039   -1.569   -0.905   -0.039   -1.569    1.420    0.035    0.061    1.640    0.711
  89.10   11.464   11.467   11.605   -0.258   -1.786   -0.713   -0.258   -1.786    1.274    0.184    0.460    1.883    0.683
  89.15   11.153   11.154   11.228   -0.085   -1.293   -1.024   -0.085   -1.293    1.324    0.087    0.110    1.364    0.666
  89.20   11.280   11.280   11.354    0.141   -1.290   -0.898    0.141   -1.290    1.158   -0.127   -0.183    1.245    0.590
  89.25   11.448   11.453   11.512    0.342   -1.161   -0.729    0.342   -1.161    0.847   -0.249   -0.397    0.998    0.484
  89.30   11.511   11.514   11.549    0.248   -0.903   -0.666    0.248   -0.903    0.601   -0.165   -0.224    0.660    0.331
  89.35   11.456   11.456   11.497   -0.058   -0.968   -0.721   -0.058   -0.968    0.698    0.041    0.056    0.730    0.351
  89.40   11.596   11.601   11.666   -0.334   -1.230   -0.581   -0.334   -1.230    0.714    0.194    0.411    0.981    0.423
  89.45   11.748   11.748   11.797    0.063   -1.067   -0.429    0.063   -1.067    0.457   -0.027   -0.067    0.663    0.232
  89.50   11.364   11.365   11.393    0.142   -0.802   -0.813    0.142   -0.802    0.652   -0.115   -0.114    0.662    0.336
  89.55   11.332   11.336   11.351    0.277   -0.590   -0.845    0.277   -0.590    0.498   -0.234   -0.163    0.569    0.287
  89.60   11.276   11.277   11.303    0.194   -0.764   -0.901    0.194   -0.764    0.688   -0.175   -0.148    0.717    0.363
  89.65   11.167   11.167   11.215    0.017   -1.036   -1.010    0.017   -1.036    1.047   -0.017   -0.018    1.047    0.523
  89.70   11.235   11.237   11.269    0.231   -0.845   -0.942    0.231   -0.845    0.796   -0.218   -0.195    0.827    0.424
  89.75   11.087   11.092   11.119    0.327   -0.778   -1.090    0.327   -0.778    0.848   -0.357   -0.255    0.950    0.477
  89.80   11.212   11.227   11.261    0.586   -0.881   -0.965    0.586   -0.881    0.851   -0.566   -0.516    1.026    0.572
  89.85   11.265   11.269   11.331    0.308   -1.180   -0.912    0.308   -1.180    1.076   -0.281   -0.364    1.159    0.585
  89.90   11.390   11.391   11.434    0.127   -0.988   -0.787    0.127   -0.988    0.778   -0.100   -0.125    0.806    0.397
  89.95   11.364   11.365   11.407    0.106   -0.986   -0.813    0.106   -0.986    0.801   -0.086   -0.104    0.822    0.406
  90.00   11.602   11.604   11.663   -0.182   -1.174   -0.575   -0.182   -1.174    0.675    0.105    0.214    0.871    0.358
  90.05   11.492   11.500   11.557   -0.430   -1.146   -0.685   -0.430   -1.146    0.785    0.295    0.493    0.984    0.486
  90.10   11.361   11.363   11.398   -0.243   -0.890   -0.816   -0.243   -0.890    0.726    0.198    0.216    0.759    0.392
  90.15   11.329   11.334   11.371   -0.329   -0.921   -0.848   -0.329   -0.921    0.781    0.279    0.303    0.837    0.441
  90.20   11.221   11.224   11.251   -0.268   -0.776   -0.956   -0.268   -0.776    0.742    0.256    0.208    0.794    0.406
  90.25   11.138   11.146   11.174   -0.422   -0.792   -1.039   -0.422   -0.792    0.822    0.438    0.334    0.942    0.495
  90.30   11.327   11.329   11.390   -0.248   -1.177   -0.850   -0.248   -1.177    1.001    0.211    0.292    1.085    0.532
  90.35   11.362   11.364   11.416   -0.177   -1.096   -0.815   -0.177   -1.096    0.893    0.144    0.194    0.948    0.462
  90.40   10.991   10.994   11.053   -0.262   -1.139   -1.186   -0.262   -1.139    1.351    0.311    0.298    1.387    0.709
  90.45   10.827   10.833   10.881   -0.355   -1.019   -1.350   -0.355   -1.019    1.375    0.480    0.362    1.493    0.750
  90.50   11.013   11.019   11.104   -0.366   -1.373   -1.164   -0.366   -1.373    1.598    0.426    0.502    1.686    0.864
  90.55   11.015   11.017   11.094   -0.217   -1.306   -1.162   -0.217   -1.306    1.518    0.252    0.283    1.552    0.782
  90.60   10.852   10.855   10.920   -0.262   -1.192   -1.325   -0.262   -1.192    1.580    0.347    0.312    1.623    0.824
  90.65   10.651   10.655   10.711   -0.284   -1.091   -1.526   -0.284   -1.091    1.665    0.434    0.310    1.800    0.874
  90.70   10.755   10.758   10.797   -0.247   -0.912   -1.422   -0.247   -0.912    1.297    0.351    0.225    1.457    0.681
  90.75   10.990   10.992   11.040   -0.228   -1.033   -1.187   -0.228   -1.033    1.227    0.271    0.236    1.265    0.639
  90.80   10.658   10.658   10.724    0.010   -1.188   -1.519    0.010   -1.188    1.806   -0.015   -0.012    1.861    0.903
  90.85   10.474   10.475   10.535   -0.172   -1.119   -1.703   -0.172   -1.119    1.906    0.292    0.192    2.092    0.969
  90.90   10.819   10.824   10.860   -0.333   -0.875   -1.358   -0.333   -0.875    1.188    0.452    0.291    1.360    0.652
  90.95   10.865   10.867   10.917   -0.223   -1.035   -1.312   -0.223   -1.035    1.358    0.293    0.231    1.421    0.704
  91.00   10.998   10.998   11.045    0.107   -1.022   -1.180    0.107   -1.022    1.205   -0.127   -0.110    1.223    0.608
  91.05   10.848   10.849   10.896    0.144   -1.016   -1.329    0.144   -1.016    1.350   -0.191   -0.146    1.409    0.686
  91.10   11.005   11.020   11.044    0.574   -0.731   -1.172    0.574   -0.731    0.857   -0.673   -0.420    1.119    0.584
  91.15   11.279   11.322   11.356    0.985   -0.883   -0.898    0.985   -0.883    0.793   -0.885   -0.870    1.279    0.736
  91.20   11.519   11.551   11.612    0.857   -1.188   -0.658    0.857   -1.188    0.782   -0.564   -1.018    1.289    0.701
  91.25   11.307   11.341   11.390    0.877   -1.058   -0.870    0.877   -1.058    0.920   -0.763   -0.928    1.322    0.756
  91.30   11.199   11.254   11.288    1.111   -0.873   -0.978    1.111   -0.873    0.854   -1.087   -0.970    1.476    0.844
  91.35   11.216   11.265   11.293    1.048   -0.799   -0.961    1.048   -0.799    0.767   -1.007   -0.837    1.329    0.759
  91.40   11.144   11.220   11.228    1.304   -0.429   -1.033    1.304   -0.429    0.444   -1.347   -0.560    1.476    0.763
  91.45   11.416   11.495   11.509    1.345   -0.559   -0.761    1.345   -0.559    0.425   -1.023   -0.752    1.350    0.669
  91.50   11.296   11.371   11.375    1.304   -0.287   -0.881    1.304   -0.287    0.253   -1.149   -0.375    1.280    0.618
  91.55   11.441   11.504   11.508    1.201   -0.313   -0.736    1.201   -0.313    0.230   -0.884   -0.376    1.041    0.494
  91.60   11.694   11.769   11.778    1.324   -0.461   -0.483    1.324   -0.461    0.223   -0.640   -0.610    1.099    0.456
  91.65   11.927   12.028   12.030    1.551   -0.238   -0.250    1.551   -0.238    0.060   -0.388   -0.370    1.263    0.269
  91.70   11.935   12.028   12.035    1.490   -0.399   -0.242    1.490   -0.399    0.096   -0.360   -0.594    1.219    0.351
  91.75   11.943   12.033   12.034    1.474   -0.129   -0.234    1.474   -0.129    0.030   -0.345   -0.190    1.122    0.198
  91.80   11.945   11.998   12.000    1.130   -0.219   -0.232    1.130   -0.219    0.051   -0.262   -0.247    0.689    0.182
  91.85   12.022   12.062   12.063    0.988   -0.155   -0.155    0.988   -0.155    0.024   -0.153   -0.153    0.512    0.109
  91.90   11.984   12.043   12.057    1.188   -0.578   -0.193    1.188   -0.578    0.112   -0.229   -0.686    0.891    0.366
  91.95   12.113   12.167   12.181    1.144   -0.582   -0.064    1.144   -0.582    0.037   -0.074   -0.666    0.826    0.336
  92.00   12.066   12.110   12.144    1.038   -0.908   -0.111    1.038   -0.908    0.101   -0.115   -0.942    0.956    0.477
  92.05   12.222   12.283   12.311    1.227   -0.824    0.045    1.227   -0.824   -0.037    0.055   -1.012    1.094    0.507
  92.10   12.013   12.058   12.084    1.033   -0.799   -0.164    1.033   -0.799    0.131   -0.169   -0.826    0.866    0.426
  92.15   11.829   11.857   11.902    0.802   -1.036   -0.348    0.802   -1.036    0.360   -0.279   -0.831    0.919    0.474
  92.20   11.943   11.963   12.013    0.700   -1.089   -0.234    0.700   -1.089    0.255   -0.164   -0.763    0.866    0.410
  92.25   11.886   11.894   11.906    0.453   -0.534   -0.291    0.453   -0.534    0.156   -0.132   -0.242    0.287    0.158
  92.30   11.748   11.749   11.760    0.182   -0.491   -0.429    0.182   -0.491    0.211   -0.078   -0.090    0.229    0.121
  92.35   11.859   11.859   11.875   -0.042   -0.603   -0.318   -0.042   -0.603    0.192    0.013    0.026    0.233    0.097
  92.40   11.880   11.881   11.895    0.195   -0.577   -0.297    0.195   -0.577    0.172   -0.058   -0.112    0.230    0.107
  92.45   11.748   11.748   11.755   -0.026   -0.386   -0.429   -0.026   -0.386    0.165    0.011    0.010    0.167    0.083
  92.50   11.396   11.403   11.409   -0.389   -0.397   -0.781   -0.389   -0.397    0.310    0.304    0.154    0.459    0.230
